9.444755378744911581e-13,1.287938939459280533e-12
7.939619079307770333e-01,1.726196992369215311e+00
1.587923815880781797e+00,3.452393984751234157e+00
2.381891288059451384e+00,5.178588417847216796e+00
3.175847631757985123e+00,6.904787969503517253e+00
3.969809539701667944e+00,8.630984961881898343e+00
4.763771447634999490e+00,1.035718195425989130e+01
5.557733355584571378e+00,1.208337894664704493e+01
6.351695263525643398e+00,1.380957593903274017e+01
7.145657171459659729e+00,1.553577293138436310e+01
7.939619080173026866e+00,1.726196992544206665e+01
8.733649867373472375e+00,1.898813543736946130e+01
9.527658032594654713e+00,2.071461423498706367e+01
1.032162063859323275e+01,2.244081274505746748e+01
1.111558370991907374e+01,2.416701226680230263e+01
1.899964971576753481e+00,4.979909600297996453e-02
2.687060094899547114e+00,1.888407609688143474e+00
3.481022016774812933e+00,3.614604570876787104e+00
4.274991732841459502e+00,5.340797968147279917e+00
5.068945228471086750e+00,7.066999048970066255e+00
5.862907978662235564e+00,8.793195234546550054e+00
6.656870135514963316e+00,1.051938936683333914e+01
7.450846689885727514e+00,1.224557703558143551e+01
8.244823306126376039e+00,1.397176419446552842e+01
9.038804799665189904e+00,1.569797421664218895e+01
9.851762864115114482e+00,1.741551058091058479e+01
1.065399970619075098e+01,1.913787373599175723e+01
1.201852619214555595e+01,2.146825651504018140e+01
1.299257532295414919e+01,2.446705966588768177e+01
3.799929943172886126e+00,0.000000000000000000e+00
4.580664821154465827e+00,1.732215994978805629e+00
5.374625750087160370e+00,3.458414390671869842e+00
6.168594756728542627e+00,5.184615253206156460e+00
6.962820911782566569e+00,7.220124585176134424e+00
7.756511785219992738e+00,8.949472412727162762e+00
8.550476307967924683e+00,1.067566473308846575e+01
9.344440234925542654e+00,1.240186078088352595e+01
1.013841137318646268e+01,1.412811469031388256e+01
1.093850854521865124e+01,1.585171940874418262e+01
1.177262581659614327e+01,1.755909388390648118e+01
1.249097527631701965e+01,1.962411145041245319e+01
1.380872857511826979e+01,2.219068540806115664e+01
1.478909335231826105e+01,2.384846890060780567e+01
5.699964565954084961e+00,5.046373745900947895e-16
6.480703507534872010e+00,1.732217923253411840e+00
7.274663967095526651e+00,3.458417474537115233e+00
8.068803500087060598e+00,5.184745771790776558e+00
8.839389235484251373e+00,6.921504430387505735e+00
9.632644519377326020e+00,8.648026638280713385e+00
1.042656636404823978e+01,1.037424169848225119e+01
1.122052895768102232e+01,1.210043776058630982e+01
1.203402280713457273e+01,1.425955006553295057e+01
1.283416811546762482e+01,1.598292477283486512e+01
1.371271921601307930e+01,1.766779236770031858e+01
1.438367398229275729e+01,1.944585540183424399e+01
1.535140061139604306e+01,2.108118603110003519e+01
1.631649299650645091e+01,2.271832515869829550e+01
7.599999188732372346e+00,1.040754572652198056e-15
8.380737305146650939e+00,1.732241720079713554e+00
9.166785662497588305e+00,3.633668595034357018e+00
9.996412050745011157e+00,5.343096625857726600e+00
1.073146780663272537e+01,7.095226068158432042e+00
1.152472287987646737e+01,8.821748557334389673e+00
1.231864430291463464e+01,1.054796374460813091e+01
1.304020960926577288e+01,1.264736768395809463e+01
1.393327159804321980e+01,1.432487101465852675e+01
1.473342279020173429e+01,1.604823878865391151e+01
1.587008740674014895e+01,1.757085723443143621e+01
1.628382353452973419e+01,1.942537564472974410e+01
1.743800490817609017e+01,2.093483002848032015e+01
1.821588630411634568e+01,2.266852946228273069e+01
9.499319543247569442e+00,7.429908647285521361e-02
1.025016290018774257e+01,2.072712416620931197e+00
1.107972659036614793e+01,3.782148035781440765e+00
1.209766950998029422e+01,5.386498381866406504e+00
1.262797371212047182e+01,7.211032456466009322e+00
1.342122878547215059e+01,8.937554945583519483e+00
1.413783813647306964e+01,1.109644275431402249e+01
1.503090356502565683e+01,1.277394887863008677e+01
1.583112306420919957e+01,1.449728559698715102e+01
1.696773362878490232e+01,1.601994591023150605e+01
1.778385758401979544e+01,1.773577941179311424e+01
1.861595866149921008e+01,1.944391687428536031e+01
2.001240431844738055e+01,2.204993870216692642e+01
1.139863990021169649e+01,1.019586205580845345e-15
1.212383310010650916e+01,1.756634466819711138e+00
1.296844969782670454e+01,3.458856012690643134e+00
1.398119303440477168e+01,5.136560002039295192e+00
1.451149725608393659e+01,6.961093868979660648e+00
1.522411611248617369e+01,9.537554611467516708e+00
1.611717351081792415e+01,1.121500199834677503e+01
1.692416666355912014e+01,1.293514682707826147e+01
1.805530727287029791e+01,1.446196139382788459e+01
1.887147341832357839e+01,1.617782435047853795e+01
1.981978674030633414e+01,1.784188793674351103e+01
2.036700888150125266e+01,2.018188301601085755e+01
2.180892233414207482e+01,2.143134794159414014e+01
1.329867452301678554e+01,0.000000000000000000e+00
1.402785347362037704e+01,1.754897159166428855e+00
1.487118452753629683e+01,3.457735243963395710e+00
1.616944996510094512e+01,7.889379230395227260e+00
1.712415064675414200e+01,9.537705250767478660e+00
1.801722530822836177e+01,1.121520650594011670e+01
1.902351873129708082e+01,1.282712256265734396e+01
1.997269283763467129e+01,1.447321118904193149e+01
2.077140806551236807e+01,1.619727377643501143e+01
2.196796348074107641e+01,1.767334845645705954e+01
2.216352691501633032e+01,1.956329227949504457e+01
2.360544035978365685e+01,2.081275717759603339e+01
1.592792668157642311e+01,1.754814660908215807e+00
1.631565193992295093e+01,4.692286425864984345e+00
1.726600173939709748e+01,6.337573429642685774e+00
1.821654957754579485e+01,7.982992944499135213e+00
1.916693987255756682e+01,9.628315862969843764e+00
2.011746821242315875e+01,1.127354941142845846e+01
2.106724960688903892e+01,1.291916098743134711e+01
2.186512246277007065e+01,1.464355875737681778e+01
2.306749583600660714e+01,1.612365697380840501e+01
2.382142807126510320e+01,1.860117968651903553e+01
2.540195838805597006e+01,2.019416641268697887e+01
1.519875063323102715e+01,1.167824810919052916e-16
1.730138016494356989e+01,3.067770889201148155e+00
1.825172293361845632e+01,4.713061177602840601e+00
1.920206905200997483e+01,6.358358895098109365e+00
2.015263225019327820e+01,8.003834352370487792e+00
2.110315971472667584e+01,9.649013912759514255e+00
2.205435916212937641e+01,1.129553446697162755e+01
2.374208560568647641e+01,1.434714551748065148e+01
2.491773248250479966e+01,1.656488931833324330e+01
2.571623679601450974e+01,1.832005485989163773e+01
2.719847639860834221e+01,1.957557565388479759e+01
1.720560628957884575e+01,1.062077074339513226e-13
1.856480208046713898e+01,1.648586029276121856e+00
1.951626179407640649e+01,3.294876904042995047e+00
2.046772378763438027e+01,4.941185011303129038e+00
2.141920738723494111e+01,6.587505568642165521e+00
2.237159437178318555e+01,8.234344098110844001e+00
2.332161272450050404e+01,9.879820361562865472e+00
2.389208132813050511e+01,1.180252314780490686e+01
2.524475328008331587e+01,1.318399177070624617e+01
2.594088825622013061e+01,1.496364041884873508e+01
2.751275481855235228e+01,1.770146411215632654e+01
2.899499440909027115e+01,1.895698489510137819e+01
1.950948904300116382e+01,1.299851130162108405e-16
2.046483609279652427e+01,1.648557915865007661e+00
2.141629617302081812e+01,3.294867562172518305e+00
2.236776403864210749e+01,4.941185543598471064e+00
2.331924085809500724e+01,6.587502367209443932e+00
2.427162932723767952e+01,8.234344946120508268e+00
2.522164866963385066e+01,9.879828158120329107e+00
2.617165351346181623e+01,1.152531506054496369e+01
2.713114031874625098e+01,1.341731768421124471e+01
2.782186903928410260e+01,1.531959924145042251e+01
2.914898160762419721e+01,1.673348139890655872e+01
3.076526749779618441e+01,1.826609619067884438e+01
2.140952162301639206e+01,0.000000000000000000e+00
2.236486949218594233e+01,1.648556753472482983e+00
2.331633015486254479e+01,3.294869379202050474e+00
2.426779816344948060e+01,4.941181370720825861e+00
2.521927486656540296e+01,6.587501260877050235e+00
2.617166523567428627e+01,8.234352792277627842e+00
2.712406441802022528e+01,9.881207125551362935e+00
2.807161276406882422e+01,1.154219554846677021e+01
2.905713320119792087e+01,1.318654407766585557e+01
2.978599498820725699e+01,1.494249281470110446e+01
3.102516016883087602e+01,1.638391755743348810e+01
3.259288643917931694e+01,1.771813131950764841e+01
2.330955574814777975e+01,7.921873117443510664e-13
2.426490236555206792e+01,1.648559073657574370e+00
2.521636510565399547e+01,3.294866951551435719e+00
2.616783238942528200e+01,4.941182178663801494e+00
2.711930651410425952e+01,6.587503957382494946e+00
2.807169696609582132e+01,8.234352015829248472e+00
2.902411140701260450e+01,9.878479389293744362e+00
2.998023926034256448e+01,1.152577058902595297e+01
3.094947972334203357e+01,1.343907755656647574e+01
3.232532041318762595e+01,1.499822497068882399e+01
3.438940446755846381e+01,1.709954055456067934e+01
2.520958682758748282e+01,1.022585209670018276e-12
2.616493453712195816e+01,1.648555789866677834e+00
2.711639909159070427e+01,3.294867289573865765e+00
2.806786373405527257e+01,4.941183788697721901e+00
2.901933833511339600e+01,6.587503441648934199e+00
2.997173077251089168e+01,8.231618214855817683e+00
3.092415111322180366e+01,9.876781391961120704e+00
3.188027675609697553e+01,1.152004157061609035e+01
3.283107378285323108e+01,1.316670156027262983e+01
3.421381094337010609e+01,1.520750929077071234e+01
3.618592249509372039e+01,1.648094978991202453e+01
2.710962144574357069e+01,2.633838252253754364e-13
2.806496908635088516e+01,1.648555751563875127e+00
2.901643014781657826e+01,3.294867188359687837e+00
2.996789538004083653e+01,4.941182742074573753e+00
3.092028939367365936e+01,6.585288472515301805e+00
3.187177142431195875e+01,8.229920450075526972e+00
3.282675812558437656e+01,9.872526773587530613e+00
3.379771476790305940e+01,1.152826635973042180e+01
3.473354438831675139e+01,1.318186844347799536e+01
3.601042652993260873e+01,1.458897007657434841e+01
3.775809525903455466e+01,1.541334490536905300e+01
2.900965606156943721e+01,8.386428000104395704e-13
2.996500030341431398e+01,1.648554262804525328e+00
3.091646393135843596e+01,3.294869216061565798e+00
3.186885991339664770e+01,4.938975201277300719e+00
3.282034204064530059e+01,6.583608209203590356e+00
3.377531872937189661e+01,8.226212337304252387e+00
3.472679391843823993e+01,9.870848502653313261e+00
3.612483004250735519e+01,1.115755698918305683e+01
3.688166695116950677e+01,1.290045971598556207e+01
3.860064421004408075e+01,1.371001767318538889e+01
3.967030830650733009e+01,1.528117953967962528e+01
3.090968723144365882e+01,1.192769117864920995e-14
3.186503200878704689e+01,1.648545486145101879e+00
3.281743568925698895e+01,3.292640425238955615e+00
3.376892079309735806e+01,4.937271072007034967e+00
3.472389748643973917e+01,6.579875198449260942e+00
3.567537462270118453e+01,8.224509101737531580e+00
3.771510419598963182e+01,1.011771066240837058e+01
3.857968367899709250e+01,1.181008903221370510e+01
4.023556988946027957e+01,1.274191428832531159e+01
4.131062874074358149e+01,1.432171940571652513e+01
3.280971992397707737e+01,9.192834103389244587e-13
3.376600153872514198e+01,1.646313081635301545e+00
3.471747630345635827e+01,3.290949316610993325e+00
3.567245293196472034e+01,4.933554029865658386e+00
3.662393176707558951e+01,6.578188539531989676e+00
3.757541177914318808e+01,8.222818081630951070e+00
3.933040792512134232e+01,9.071323849269314010e+00
4.035471252775931106e+01,1.070397790577871966e+01
4.212012834467327593e+01,1.249991507162263638e+01
4.319392153244725563e+01,1.406790220743805619e+01
3.471457397714483051e+01,4.688350791716080776e-13
3.566604870332974286e+01,1.644637638562765458e+00
3.662248051616631983e+01,3.286395197102681021e+00
3.757249546669461893e+01,4.931874580887622095e+00
3.852398146386264699e+01,6.576504749404163519e+00
4.027109475101659797e+01,7.330761759247163667e+00
4.123201397346442576e+01,8.982339324888149790e+00
4.225223729909894388e+01,1.059001626260219631e+01
4.391677648448794002e+01,1.188170225751411913e+01
4.499043955340342649e+01,1.344931144505171972e+01
3.661752214048245690e+01,1.942066715989160606e-13
3.757396237428932295e+01,1.641766561977647809e+00
3.852397725553795738e+01,3.287246216686023903e+00
3.947545996829428105e+01,4.931874972763389486e+00
4.137549720543462684e+01,4.939302517939825776e+00
4.206686859526357125e+01,6.709994183550665348e+00
4.302864473024158798e+01,8.363666244237366598e+00
4.405388385673307994e+01,9.986329923682861320e+00
4.568987654098919649e+01,1.119511853000273938e+01
4.678695702993142191e+01,1.283072087011854201e+01
3.853040244068466080e+01,0.000000000000000000e+00
3.948041869429800244e+01,1.645477761266554317e+00
4.043190150461212085e+01,3.290106261016430000e+00
4.233194862795055968e+01,3.295412651414354688e+00
4.327546282919252008e+01,5.008084671922476083e+00
4.405151120817158983e+01,6.743212419015423897e+00
4.504579558073437795e+01,8.362622982761171997e+00
4.656254806734074236e+01,9.507288600032866910e+00
4.758999430374583994e+01,1.110631843779148475e+01
4.043043706430297135e+01,6.545124372358902762e-13
4.138192103567305224e+01,1.644630052376273355e+00
4.328194830820267924e+01,1.649908172381157945e+00
4.424903137309588175e+01,3.301576153254734525e+00
4.517657104697153159e+01,5.004654289378865251e+00
4.601080605258841416e+01,6.712277621940772043e+00
4.752111603195832146e+01,7.865407192969304795e+00
4.854854366455641212e+01,9.464472404094157909e+00
4.928443589767159239e+01,1.197076993235615738e+01
4.233340880112100990e+01,1.262768113031005277e-09
4.423343984711851107e+01,6.948998924356820384e-13
4.518199030331667387e+01,1.646362013647478362e+00
4.653367482558107326e+01,2.982020485325004078e+00
4.706654336249421533e+01,4.805907543228176593e+00
4.838593646156821393e+01,6.173144771992943092e+00
4.944611742586119618e+01,7.789785398251754422e+00
5.044730312158560537e+01,9.557855854104628790e+00
5.111744532149532461e+01,1.133961417233589941e+01
5.299960999833935205e+01,1.069153290158686076e+01
5.134488269970974983e+01,7.883173120202792816e+00
5.028453985416930294e+01,6.083587046953193855e+00
4.921984399933725740e+01,4.276613160525440271e+00
4.748947863382465329e+01,1.339882435679805139e+00
4.613920418429785286e+01,3.315506855825125705e-13
